id,name,supertype,hp,evolvesFrom,convertedRetreatCost,number,artist,rarity
pl3-79,Relicanth,Pokémon,80,,1,79,Sumiyoshi Kizuki,Uncommon
ex13-83,Torchic,Pokémon,40,,1,83,Kagemaru Himeno,Common
ex4-85,Warp Point,Trainer,,,,85,Keiji Kinebuchi,Uncommon
hgss2-84,Crobat,Pokémon,130,Golbat,,84,Hideaki Hakozaki,Rare Prime
base4-83,Nidoran ♂,Pokémon,40,,1,83,Ken Sugimori,Common
xy2-93,Pokémon Center Lady,Trainer,,,,93,Maiko Fujiwara,Uncommon
dp3-88,Grimer,Pokémon,60,,2,88,Ken Sugimori,Common
xy10-79,Lugia BREAK,Pokémon,150,Lugia,,79,5ban Graphics,Rare BREAK
neo4-83,Sunkern,Pokémon,40,,2,83,Etsuya Hattori,Common
ecard1-75,Dragonair,Pokémon,70,Dratini,2,75,Kagemaru Himeno,Uncommon
pl1-83,Misdreavus,Pokémon,50,,1,83,Kagemaru Himeno,Common
swsh2-78,Galarian Corsola,Pokémon,80,,2,78,Mitsuhiro Arita,Common
ex8-81,Wingull,Pokémon,50,,1,81,Tomokazu Komiya,Common
gym2-87,Misty's Horsea,Pokémon,50,,,87,Ken Sugimori,Common
base5-80,Rainbow Energy,Energy,,,,80,Takumi Akabane,Rare
ex6-79,Shellder,Pokémon,50,,1,79,Aya Kusube,Common
sm4-74,Alolan Exeggutor-GX,Pokémon,220,Exeggcute,3,74,5ban Graphics,Rare Holo GX
bw3-77,Deino,Pokémon,60,,2,77,Mitsuhiro Arita,Common
sma-SV76,Sylveon-GX,Pokémon,200,Eevee,2,SV76,5ban Graphics,Rare Shiny GX
pl3-78,Raticate G,Pokémon,70,,,78,Ryota Saito,Uncommon
base6-77,Geodude,Pokémon,50,,1,77,Kagemaru Himeno,Common
ex4-84,Team Magma Technical Machine 01,Trainer,,,,84,Mitsuhiro Arita,Uncommon
xy6-80,Unfezant,Pokémon,130,Tranquill,1,80,Shigenori Negishi,Uncommon
sm1-80,Umbreon-GX,Pokémon,200,Eevee,2,80,5ban Graphics,Rare Holo GX
gym2-88,Misty's Magikarp,Pokémon,30,,1,88,Ken Sugimori,Common
sm12-84,Dusclops,Pokémon,90,Duskull,3,84,Suwama Chiaki,Uncommon
base6-78,Grimer,Pokémon,50,,1,78,Mitsuhiro Arita,Common
xy8-79,Marowak BREAK,Pokémon,140,Marowak,,79,5ban Graphics,Rare BREAK
ex1-73,Torchic,Pokémon,40,,1,73,Ken Sugimori,Common
dp2-77,Chikorita,Pokémon,50,,1,77,Kagemaru Himeno,Common
hgss1-91,Energy Switch,Trainer,,,,91,Wataru Kawahara,Uncommon
ecard1-76,Electabuzz,Pokémon,60,,2,76,Hiroaki Ito,Uncommon
ex15-72,Buffer Piece,Trainer,,,,72,Katsura Tabata,Uncommon
base1-85,Pokémon Center,Trainer,,,,85,Keiji Kinebuchi,Uncommon
ex2-76,Seedot,Pokémon,40,,1,76,Atsuko Nishida,Common
ex14-80,Memory Berry,Trainer,,,,80,Shizurow,Uncommon
dp2-78,Croagunk,Pokémon,60,,1,78,Ken Sugimori,Common
xy2-94,Pokémon Fan Club,Trainer,,,,94,Yusuke Ohmura,Uncommon
hgss4-80,Tentacool,Pokémon,60,,1,80,Sachiko Adachi,Common
bw6-81,Registeel-EX,Pokémon,180,,4,81,Eske Yoshinob,Rare Holo EX
dp4-76,Lunatone,Pokémon,60,,1,76,Ken Sugimori,Common
bw7-84,Dwebble,Pokémon,70,,2,84,Midori Harada,Common
col1-83,Professor Oak's New Theory,Trainer,,,,83,Ken Sugimori,Uncommon
g1-70,Revitalizer,Trainer,,,,70,Toyste Beach,Uncommon
base5-81,Full Heal Energy,Energy,,,,81,Keiji Kinebuchi,Uncommon
swsh2-79,Galarian Cursola,Pokémon,100,Galarian Corsola,2,79,Kagemaru Himeno,Rare Holo
bw11-87,Spiritomb,Pokémon,80,,1,87,Mitsuhiro Arita,Uncommon
neo1-77,Sudowoodo,Pokémon,60,,3,77,Ken Sugimori,Common
sm3-80,Marshadow-GX,Pokémon,150,,1,80,5ban Graphics,Rare Holo GX
dp6-82,Unown ?,Pokémon,70,,1,82,Kazuaki Aihara,Uncommon
xy7-85,M Sceptile-EX,Pokémon,220,Sceptile-EX,2,85,5ban Graphics,Rare Ultra
pl2-81,Snorlax,Pokémon,100,,4,81,Kouki Saitou,Common
pl1-84,Nosepass,Pokémon,60,,1,84,Mitsuhiro Arita,Common
sm5-83,Magnezone,Pokémon,150,Magneton,2,83,Yoshinobu Saito,Rare Holo
smp-SM77,Mewtwo,Pokémon,120,,2,SM77,Kouki Saitou,Promo
swsh1-84,Haunter,Pokémon,70,Gastly,1,84,HYOGONOSUKE,Uncommon
ex8-82,Wurmple,Pokémon,50,,1,82,Kagemaru Himeno,Common
ex11-82,Sandshrew,Pokémon,50,,1,82,Tomokazu Komiya,Common
ecard3-50,Diglett,Pokémon,40,,1,50,Tomokazu Komiya,Common
xy9-75,Pangoro,Pokémon,120,Pancham,3,75,Naoki Saito,Rare
sm8-80,Pachirisu,Pokémon,70,,1,80,Yuka Morii,Common
hgss4-81,Venonat,Pokémon,50,,1,81,Hideaki Hakozaki,Common
ex6-80,Slowpoke,Pokémon,50,,1,80,Yuka Morii,Common
xy1-86,Aegislash,Pokémon,140,Doublade,3,86,5ban Graphics,Rare Holo
xy6-81,Unfezant,Pokémon,140,Tranquill,,81,TOKIYA,Rare
xy12-78,Full Heal,Trainer,,,,78,Keiji Kinebuchi,Uncommon
neo2-75,Energy Ark,Trainer,,,,75,"""Big Mama"" Tagawa & Benimaru Itoh",Common
ex15-71,Wooper δ,Pokémon,40,,1,71,Tomokazu Komiya,Common
xy9-74,Darkrai-EX,Pokémon,180,,2,74,Eske Yoshinob,Rare Holo EX
xy12-79,Maintenance,Trainer,,,,79,Keiji Kinebuchi,Uncommon
sm10-74,Weezing,Pokémon,120,Koffing,3,74,OOYAMA,Rare
ecard2-58,Seadra,Pokémon,70,Horsea,1,58,Mitsuhiro Arita,Uncommon
bw3-78,Zweilous,Pokémon,90,Deino,2,78,Masakazu Fukuda,Uncommon
dp3-89,Growlithe,Pokémon,70,,2,89,Kagemaru Himeno,Common
col1-84,Research Record,Trainer,,,,84,Hideaki Hakozaki,Uncommon
sm35-73,Pokémon Breeder,Trainer,,,,73,Sanosuke Sakuma,Rare Ultra
hgss3-82,Houndoom,Pokémon,110,Houndour,1,82,Hideaki Hakozaki,Rare Prime
bw4-87,Exp. Share,Trainer,,,,87,Ryo Ueda,Uncommon
xy5-86,Primal Groudon-EX,Pokémon,240,Groudon-EX,4,86,5ban Graphics,Rare Holo EX
neo4-84,Swinub,Pokémon,50,,1,84,Kagemaru Himeno,Common
sm11-79,Jirachi-GX,Pokémon,160,,1,79,5ban Graphics,Rare Holo GX
bw6-82,Probopass,Pokémon,110,Nosepass,4,82,match,Rare
bw5-77,Klinklang,Pokémon,140,Klang,4,77,Hajime Kusajima,Rare Holo
sm9-86,Poochyena,Pokémon,70,,1,86,Ken Sugimori,Common
ex10-83,Energy Root,Trainer,,,,83,Ryo Ueda,Uncommon
xy1-85,Aegislash,Pokémon,140,Doublade,3,85,5ban Graphics,Rare
pl4-85,Department Store Girl,Trainer,,,,85,Kanako Eo,Uncommon
xy10-80,Whismur,Pokémon,60,,2,80,Kouki Saitou,Common
sm2-80,Sableye,Pokémon,60,,1,80,Aya Kusube,Uncommon
bw9-84,Kingdra,Pokémon,140,Seadra,1,84,Naoyo Kimura,Rare Holo
swsh3-78,Dedenne,Pokémon,70,,1,78,Shibuzoh.,Uncommon
bwp-BW73,Darkrai,Pokémon,110,,2,BW73,5ban Graphics,Promo
base5-82,Potion Energy,Energy,,,,82,Keiji Kinebuchi,Uncommon
sm2-81,Absol,Pokémon,100,,1,81,Anesaki Dynamic,Rare Holo
base4-84,Onix,Pokémon,90,,3,84,Ken Sugimori,Common
ex5-77,Tentacool,Pokémon,50,,1,77,Hisao Nakamura,Common
ex10-84,Energy Switch,Trainer,,,,84,Ken Ikuji,Uncommon
sm35-74,Entei-GX,Pokémon,180,,2,74,5ban Graphics,Rare Rainbow
ecard2-59,Seaking,Pokémon,70,Goldeen,1,59,Sumiyoshi Kizuki,Uncommon
ex12-88,Mew ex,Pokémon,90,,1,88,Ryo Ueda,Rare Holo EX
xy5-87,Hippopotas,Pokémon,90,,3,87,Yuka Morii,Common
gym1-87,Misty's Poliwag,Pokémon,50,,1,87,Ken Sugimori,Common
ex3-85,High Pressure System,Trainer,,,,85,Ken Ikuji,Uncommon
swsh4-80,Milcery,Pokémon,50,,1,80,Kouki Saitou,Common
bw10-92,G Booster,Trainer,,,,92,5ban Graphics,Rare ACE
bw9-85,Latias-EX,Pokémon,160,,1,85,Ryo Ueda,Rare Holo EX
hgss3-83,Raichu,Pokémon,100,Pikachu,1,83,Takashi Yamaguchi,Rare Prime
xy10-81,Loudred,Pokémon,90,Whismur,2,81,TOKIYA,Uncommon
sm10-76,Mew,Pokémon,60,,1,76,sui,Rare Holo
base5-83,Dark Raichu,Pokémon,70,Pikachu,1,83,Mitsuhiro Arita,Rare Secret
ex13-85,Holon Adventurer,Trainer,,,,85,Kouki Saitou,Uncommon
sm4-76,Hakamo-o,Pokémon,90,Jangmo-o,1,76,Masakazu Fukuda,Uncommon
pl4-87,Expert Belt,Trainer,,,,87,Wataru Kawahara,Uncommon
hgss4-83,Voltorb,Pokémon,40,,1,83,Masakazu Fukuda,Common
ex3-86,Low Pressure System,Trainer,,,,86,Shin-ichi Yoshikawa,Uncommon
bw5-79,Bisharp,Pokémon,100,Pawniard,2,79,Naoki Saito,Rare
xy3-72,Sylveon,Pokémon,90,Eevee,1,72,5ban Graphics,Rare
swsh4-81,Alcremie,Pokémon,90,Milcery,1,81,Kagemaru Himeno,Rare
xy2-95,Protection Cube,Trainer,,,,95,Toyste Beach,Uncommon
ecard3-51,Ditto,Pokémon,50,,1,51,Tomokazu Komiya,Common
bw10-93,G Scope,Trainer,,,,93,5ban Graphics,Rare ACE
gym2-89,Misty's Poliwag,Pokémon,50,,1,89,Ken Sugimori,Common
bw1-82,Herdier,Pokémon,80,Lillipup,1,82,Midori Harada,Uncommon
pl4-86,Energy Restore,Trainer,,,,86,Ryo Ueda,Uncommon
bw8-81,Conkeldurr,Pokémon,140,Gurdurr,3,81,Shin Nagasawa,Rare
sm10-75,Mewtwo,Pokémon,120,,2,75,Shin Nagasawa,Rare
hgss4-82,Volbeat,Pokémon,70,,1,82,Kent Kanetsuna,Common
xy12-80,Misty's Determination,Trainer,,,,80,Ken Sugimori,Uncommon
xy11-87,Hydreigon BREAK,Pokémon,190,Hydreigon,,87,5ban Graphics,Rare BREAK
ecard1-77,Flaaffy,Pokémon,80,Mareep,1,77,Mitsuhiro Arita,Uncommon
xy3-71,Clefable,Pokémon,90,Clefairy,2,71,Atsuko Nishida,Uncommon
sm7-84,Alolan Rattata,Pokémon,40,,1,84,Shibuzoh.,Common
bwp-BW74,Giratina,Pokémon,130,,3,BW74,5ban Graphics,Promo
ex13-84,Trapinch δ,Pokémon,50,,1,84,Hajime Kusajima,Common
bw5-78,Pawniard,Pokémon,60,,1,78,Naoki Saito,Common
ex10-85,Fluffy Berry,Trainer,,,,85,Ryo Ueda,Uncommon
bw11-88,Darkrai-EX,Pokémon,180,,2,88,Shizurow,Rare Holo EX
bw6-84,Altaria,Pokémon,70,Swablu,1,84,HiRON,Rare Holo
dp3-90,Hoppip,Pokémon,30,,1,90,Motofumi Fujiwara,Common
sm7-85,Alolan Raticate-GX,Pokémon,200,Alolan Rattata,3,85,5ban Graphics,Rare Holo GX
xy9-76,Scizor-EX,Pokémon,170,,2,76,Eske Yoshinob,Rare Holo EX
swsh1-86,Wobbuffet V,Pokémon,220,,3,86,Ayaka Yoshida,Rare Holo V
bw1-83,Stoutland,Pokémon,140,Herdier,3,83,match,Rare
neo1-78,Sunkern,Pokémon,40,,2,78,Kagemaru Himeno,Common
pl3-81,Roserade,Pokémon,80,Roselia,2,81,Hajime Kusajima,Uncommon
sm2-82,Pangoro,Pokémon,130,Pancham,3,82,kodama,Rare
dp6-83,Beldum,Pokémon,50,,2,83,Sumiyoshi Kizuki,Common
pl2-83,Staryu,Pokémon,50,,1,83,Atsuko Nishida,Common
base6-80,Magnemite,Pokémon,40,,1,80,Keiji Kinebuchi,Common
sm12-86,Rotom,Pokémon,70,,1,86,Mina Nakai,Uncommon
g1-72,Shauna,Trainer,,,,72,Ken Sugimori,Uncommon
gym2-90,Misty's Psyduck,Pokémon,60,,1,90,Ken Sugimori,Common
xy5-88,Hippowdon,Pokémon,130,Hippopotas,4,88,Naoyo Kimura,Rare Holo
hgss1-92,Fisherman,Trainer,,,,92,Kanako Eo,Uncommon
swsh1-85,Gengar,Pokémon,110,Haunter,2,85,Eri Yamaki,Rare Holo
neo4-85,Totodile,Pokémon,50,,1,85,Miki Tanaka,Common
pl1-85,Piplup,Pokémon,60,,1,85,Mitsuhiro Arita,Common
sm3-81,Alolan Rattata,Pokémon,40,,1,81,nagimiso,Common
sma-SV78,Noivern-GX,Pokémon,200,Noibat,,SV78,5ban Graphics,Rare Shiny GX
ex9-83,Rare Candy,Trainer,,,,83,Ryo Ueda,Uncommon
g1-71,Red Card,Trainer,,,,71,5ban Graphics,Uncommon
bw7-86,Mienfoo,Pokémon,50,,1,86,Ken Sugimori,Common
col1-85,Sage's Training,Trainer,,,,85,Masakazu Fukuda,Uncommon
pl3-80,Rhydon,Pokémon,90,Rhyhorn,3,80,Masakazu Fukuda,Uncommon
smp-SM78,Champions Festival,Trainer,,,,SM78,Naoki Saito,Promo
swsh3-79,Morelull,Pokémon,60,,1,79,Suwama Chiaki,Common
ex15-73,Copycat,Trainer,,,,73,Ken Sugimori,Uncommon
ex2-77,Seedot,Pokémon,40,,1,77,Ken Sugimori,Common
base6-79,Machop,Pokémon,50,,1,79,Ken Sugimori,Common
bw6-83,Durant,Pokémon,70,,1,83,Mitsuhiro Arita,Uncommon
swsh2-80,Sigilyph,Pokémon,110,,1,80,Naoyo Kimura,Rare
ex6-81,Spearow,Pokémon,50,,1,81,Hisao Nakamura,Common
sm12-85,Dusknoir,Pokémon,160,Dusclops,3,85,Eske Yoshinob,Rare Holo
ex4-86,Aqua Energy,Energy,,,,86,Takumi Akabane,Uncommon
bw3-80,Escavalier,Pokémon,90,Karrablast,3,80,Kouki Saitou,Rare
ex15-74,Holon Legacy,Trainer,,,,74,Shizurow,Uncommon
gym1-88,Misty's Seel,Pokémon,60,,1,88,Atsuko Nishida,Common
ex7-82,Zubat,Pokémon,50,,1,82,Miki Tanaka,Common
base1-87,Pokédex,Trainer,,,,87,Keiji Kinebuchi,Uncommon
sm11-80,Drifloon,Pokémon,70,,1,80,ryoma uratsuka,Common
ex16-77,Great Ball,Trainer,,,,77,Nakaoka,Uncommon
ex5-78,Togepi,Pokémon,50,,1,78,Nakaoka,Common
ex4-87,Magma Energy,Energy,,,,87,Takumi Akabane,Uncommon
xyp-XY78,Latias,Pokémon,90,,1,XY78,Sanosuke Sakuma,Promo
dp4-78,Makuhita,Pokémon,60,,2,78,Atsuko Nishida,Common
dp2-79,Cyndaquil,Pokémon,60,,1,79,Masakazu Fukuda,Common
ex12-89,Walrein ex,Pokémon,150,Sealeo,3,89,Kimiya Masago,Rare Holo EX
bw9-86,Latios-EX,Pokémon,170,,2,86,Ryo Ueda,Rare Holo EX
ecard1-78,Gloom,Pokémon,70,Oddish,1,78,Yuichi Sawayama,Uncommon
xyp-XY77,Dialga,Pokémon,120,,3,XY77,TOKIYA,Promo
dp4-77,Luvdisc,Pokémon,60,,1,77,Motofumi Fujiwara,Common
hgss2-85,Kingdra,Pokémon,130,Seadra,1,85,Hideaki Hakozaki,Rare Prime
bw2-76,Klinklang,Pokémon,150,Klang,4,76,Akira Komayama,Rare
dp1-86,Machop,Pokémon,60,,2,86,Atsuko Nishida,Common
sm5-84,Shieldon,Pokémon,100,Unidentified Fossil,2,84,so-taro,Uncommon
bw3-79,Hydreigon,Pokémon,150,Zweilous,3,79,5ban Graphics,Rare Holo
xy8-80,Swinub,Pokémon,60,,1,80,Atsuko Nishida,Common
ex8-83,Zubat,Pokémon,50,,1,83,Sachiko Adachi,Common
base1-86,Pokémon Flute,Trainer,,,,86,Keiji Kinebuchi,Uncommon
sm4-75,Jangmo-o,Pokémon,60,,1,75,Atsuko Nishida,Common
pl2-82,Spheal,Pokémon,60,,2,82,Tomokazu Komiya,Common
ex8-84,Balloon Berry,Trainer,,,,84,Keiji Kinebuchi,Uncommon
sm3-82,Alolan Raticate,Pokémon,120,Alolan Rattata,3,82,Kouki Saitou,Rare
bwp-BW75,Metagross,Pokémon,140,Metang,2,BW75,5ban Graphics,Promo
bw4-88,Heavy Ball,Trainer,,,,88,Ryo Ueda,Uncommon
ex2-78,Shroomish,Pokémon,40,,1,78,Ken Sugimori,Common
xy1-87,Jigglypuff,Pokémon,60,,1,87,Kanako Eo,Common
dp7-76,Stunky,Pokémon,60,,1,76,Tomokazu Komiya,Common
hgss3-84,Scizor,Pokémon,100,Scyther,2,84,Noriko Hotta,Rare Prime
sm8-81,Blitzle,Pokémon,70,,1,81,Miki Tanaka,Common
xy8-81,Piloswine,Pokémon,100,Swinub,2,81,MAHOU,Uncommon
base4-85,Paras,Pokémon,40,,1,85,Ken Sugimori,Common
sm1-81,Carvanha,Pokémon,60,,1,81,Sumiyoshi Kizuki,Common
xy6-82,Fletchling,Pokémon,40,,1,82,Kanako Eo,Common
ex6-82,Squirtle,Pokémon,50,,1,82,Toshinao Aoki,Common
xy7-86,Kyurem-EX,Pokémon,180,,3,86,Ryo Ueda,Rare Ultra
sma-SV79,Silvally-GX,Pokémon,210,Type: Null,2,SV79,5ban Graphics,Rare Shiny GX
swsh1-87,Munna,Pokémon,70,,1,87,Asako Ito,Common
bw6-85,Rayquaza-EX,Pokémon,170,,1,85,Eske Yoshinob,Rare Holo EX
gym1-89,Misty's Shellder,Pokémon,40,,1,89,Ken Sugimori,Common
ex10-86,Mary's Request,Trainer,,,,86,Ken Sugimori,Uncommon
dp5-82,Fossil Excavator,Trainer,,,,82,Kanako Eo,Uncommon
smp-SM80,Ho-Oh-GX,Pokémon,190,,2,SM80,5ban Graphics,Promo
pl4-88,Lucky Egg,Trainer,,,,88,Nobuyuki Fujimoto,Uncommon
pl3-82,Rotom,Pokémon,70,,1,82,Ken Sugimori,Uncommon
ex2-79,Skitty,Pokémon,50,,1,79,Kagemaru Himeno,Common
sm35-75,Raichu-GX,Pokémon,210,Pikachu,1,75,5ban Graphics,Rare Rainbow
ex16-78,Master Ball,Trainer,,,,78,Keiji Kinebuchi,Uncommon
sm6-79,Yveltal-GX,Pokémon,180,,2,79,5ban Graphics,Rare Holo GX
xy3-73,Klefki,Pokémon,60,,1,73,5ban Graphics,Uncommon
sm4-77,Kommo-o,Pokémon,160,Hakamo-o,2,77,kawayoo,Rare
ex6-83,Squirtle,Pokémon,50,,1,83,Mitsuhiro Arita,Common
dp7-77,Swinub,Pokémon,50,,1,77,Yukiko Baba,Common
ex6-84,Venonat,Pokémon,50,,1,84,Kagemaru Himeno,Common
smp-SM81,Pikachu,Pokémon,70,,1,SM81,Sanosuke Sakuma,Promo
g1-73a,Team Flare Grunt,Trainer,,,,73a,Naoki Saito,Rare Ultra
bw7-87,Mienfoo,Pokémon,50,,1,87,Masakazu Fukuda,Uncommon
dp1-87,Magnemite,Pokémon,50,,1,87,Kouki Saitou,Common
swsh2-81,Sandygast,Pokémon,80,,3,81,Yuka Morii,Common
smp-SM79,Shining Celebi,Pokémon,70,,1,SM79,Sanosuke Sakuma,Promo
base4-86,Pidgey,Pokémon,40,,1,86,Ken Sugimori,Common
xyp-XY79,Latios,Pokémon,100,,1,XY79,Naoki Saito,Promo
sm11-81,Drifblim,Pokémon,100,Drifloon,1,81,Mizue,Rare
xy10-82,Exploud,Pokémon,140,Loudred,3,82,Masakazu Fukuda,Rare
ex8-85,Crystal Shard,Trainer,,,,85,Jungo Suzuki,Uncommon
ex4-88,Double Rainbow Energy,Energy,,,,88,Takumi Akabane,Rare
ex15-75,Holon Mentor,Trainer,,,,75,Kouki Saitou,Uncommon
ex7-83,Copycat,Trainer,,,,83,Ken Sugimori,Uncommon
sm10-77,Misdreavus,Pokémon,60,,1,77,Miki Tanaka,Common
sm7-86,Sneasel,Pokémon,60,,1,86,Ken Sugimori,Common
ex9-84,Scott,Trainer,,,,84,Ken Sugimori,Uncommon
xy11-89,Persian,Pokémon,90,Meowth,1,89,Anesaki Dynamic,Uncommon
bw9-87,Rattata,Pokémon,40,,1,87,Masakazu Fukuda,Common
bw11-89,Zorua,Pokémon,50,,1,89,Atsuko Nishida,Common
bw3-81,Pawniard,Pokémon,60,,1,81,Tomokazu Komiya,Common
xy5-89,Drilbur,Pokémon,60,,2,89,Kagemaru Himeno,Common
xy8-82,Mamoswine,Pokémon,160,Piloswine,4,82,Masakazu Fukuda,Rare Holo
bw7-88,Mienshao,Pokémon,90,Mienfoo,1,88,Kagemaru Himeno,Uncommon
bw8-82,Purrloin,Pokémon,50,,1,82,MAHOU,Common
neo4-86,Unown [L],Pokémon,50,,1,86,CR CG gangs,Common
dp6-84,Beldum,Pokémon,50,,1,84,Masakazu Fukuda,Common
ex1-74,Torchic,Pokémon,50,,1,74,Kouki Saitou,Common
xy9-77,M Scizor-EX,Pokémon,220,Scizor-EX,2,77,5ban Graphics,Rare Holo EX
sm9-87,Mightyena,Pokémon,100,Poochyena,1,87,kirisAki,Rare
base1-88,Professor Oak,Trainer,,,,88,Ken Sugimori,Uncommon
xy12-82,Pokédex,Trainer,,,,82,Keiji Kinebuchi,Uncommon
bw2-79,Watchog,Pokémon,90,Patrat,1,79,MAHOU,Uncommon
ex13-86,Holon Fossil,Trainer,,,,86,Mitsuhiro Arita,Uncommon
bw6-86,Gible,Pokémon,50,,1,86,Masakazu Fukuda,Common
ex2-80,Slakoth,Pokémon,40,,1,80,Ken Sugimori,Common
ex5-80,Voltorb,Pokémon,40,,1,80,Kyoko Umemoto,Common
swsh4-83,Wooper,Pokémon,70,,1,83,Mina Nakai,Common
neo4-87,Unown [S],Pokémon,50,,1,87,CR CG gangs,Common
bw7-89,Landorus-EX,Pokémon,180,,3,89,Eske Yoshinob,Rare Holo EX
bw2-77,Cobalion,Pokémon,110,,2,77,5ban Graphics,Rare Holo
sm6-78,Pangoro,Pokémon,130,Pancham,3,78,SATOSHI NAKAI,Rare
ecard2-60,Skiploom,Pokémon,60,Hoppip,1,60,Yuka Morii,Uncommon
xy12-81,Pidgeot Spirit Link,Trainer,,,,81,5ban Graphics,Uncommon
gym2-91,Misty's Seel,Pokémon,50,,1,91,Ken Sugimori,Common
sm3-83,Alolan Grimer,Pokémon,80,,3,83,Kouki Saitou,Common
g1-73,Team Flare Grunt,Trainer,,,,73,Yusuke Ohmura,Uncommon
bw4-89,Level Ball,Trainer,,,,89,5ban Graphics,Uncommon
sm12-87,Woobat,Pokémon,60,,1,87,Shibuzoh.,Common
ex14-81,Mysterious Shard,Trainer,,,,81,Takumi Akabane,Uncommon
ex3-87,Mr. Briney's Compassion,Trainer,,,,87,Ken Sugimori,Uncommon
ex12-90,Regice ★,Pokémon,90,,3,90,Masakazu Fukuda,Rare Holo Star
pl2-84,Trapinch,Pokémon,50,,1,84,Atsuko Nishida,Common
sm2-83,Beldum,Pokémon,60,,1,83,Kyoko Umemoto,Common
sm5-85,Bastiodon,Pokémon,160,Shieldon,3,85,Hasuno,Rare Holo
pl1-86,Poochyena,Pokémon,50,,1,86,Tomokazu Komiya,Common
dp2-80,Doduo,Pokémon,60,,1,80,Ken Sugimori,Common
hgss4-84,Yanma,Pokémon,50,,1,84,Naoyo Kimura,Common
base6-81,Mankey,Pokémon,40,,,81,Sumiyoshi Kizuki,Common
xy4-78,Spearow,Pokémon,60,,1,78,Mizue,Common
hgss1-93,Full Heal,Trainer,,,,93,Takashi Yamaguchi,Uncommon
xy7-87,Ampharos-EX,Pokémon,170,,2,87,Ryo Ueda,Rare Ultra
sm1-82,Sharpedo,Pokémon,110,Carvanha,,82,Yumi,Rare Holo
bwp-BW77,Pikachu,Pokémon,60,,1,BW77,Mizue,Promo
ex3-88,TV Reporter,Trainer,,,,88,Ken Sugimori,Uncommon
pl2-85,Turtwig GL,Pokémon,90,,3,85,Kanako Eo,Common
bw4-90,Pokémon Center,Trainer,,,,90,5ban Graphics,Uncommon
xy11-88,Meowth,Pokémon,60,,1,88,Masakazu Fukuda,Common
bw1-84,Pidove,Pokémon,50,,1,84,Masakazu Fukuda,Common
bwp-BW76,Electrode,Pokémon,100,Voltorb,,BW76,5ban Graphics,Promo
bw10-94,Master Ball,Trainer,,,,94,5ban Graphics,Rare ACE
sma-SV80,Drampa-GX,Pokémon,180,,2,SV80,5ban Graphics,Rare Shiny GX
bw5-80,Chansey,Pokémon,100,,3,80,Kagemaru Himeno,Common
xy2-96,Sacred Ash,Trainer,,,,96,PLANETA,Uncommon
ex5-79,Totodile,Pokémon,50,,1,79,Shin-ichi Yoshikawa,Common
col1-86,Darkness Energy,Energy,,,,86,Kent Kanetsuna,Uncommon
swsh2-82,Palossand,Pokémon,140,Sandygast,4,82,Hasuno,Uncommon
xy1-88,Jigglypuff,Pokémon,70,,2,88,Sanosuke Sakuma,Common
hgss2-86,Lanturn,Pokémon,110,Chinchou,2,86,Hideaki Hakozaki,Rare Prime
sm8-82,Zebstrika,Pokémon,110,Blitzle,1,82,Misa Tsutsui,Rare
swsh3-80,Shiinotic,Pokémon,110,Morelull,2,80,Misa Tsutsui,Uncommon
neo1-79,Swinub,Pokémon,40,,1,79,Ken Sugimori,Common
dp3-91,Lickitung,Pokémon,80,,3,91,Ken Sugimori,Common
ecard3-52,Dugtrio,Pokémon,70,Diglett,1,52,Tomokazu Komiya,Common
ecard2-61,Smoochum,Pokémon,30,Jynx,1,61,Kagemaru Himeno,Uncommon
swsh4-82,Zacian,Pokémon,110,,2,82,Shin Nagasawa,Amazing Rare
bw2-78,Patrat,Pokémon,60,,1,78,Masakazu Fukuda,Common
dp4-79,Mankey,Pokémon,50,,1,79,Ken Sugimori,Common
sm3-84,Alolan Muk-GX,Pokémon,220,Alolan Grimer,4,84,5ban Graphics,Rare Holo GX
ex8-86,Energy Charge,Trainer,,,,86,Keiji Kinebuchi,Uncommon
ex1-75,Treecko,Pokémon,40,,1,75,Midori Harada,Common
xy4-79,Fearow,Pokémon,90,Spearow,1,79,Shin Nagasawa,Uncommon
bw3-82,Bisharp,Pokémon,100,Pawniard,2,82,5ban Graphics,Rare Holo
ex14-82,Poké Ball,Trainer,,,,82,Shin-ichi Yoshikawa,Uncommon
bw5-81,Chansey,Pokémon,100,,2,81,Mizue,Common
xy9-78,Mawile,Pokémon,80,,1,78,Kouki Saitou,Uncommon
base6-82,Nidoran ♀,Pokémon,60,,1,82,Ken Sugimori,Common
ex10-87,Poké Ball,Trainer,,,,87,Shin-ichi Yoshikawa,Uncommon
base1-89,Revive,Trainer,,,,89,Keiji Kinebuchi,Uncommon
ex7-84,Pokémon Retriever,Trainer,,,,84,Katsura Tabata,Uncommon
bw11-90,Zoroark,Pokémon,100,Zorua,2,90,match,Rare Holo
xy10-83,Altaria-EX,Pokémon,170,,1,83,Eske Yoshinob,Rare Holo EX
sm2-84,Metang,Pokémon,90,Beldum,3,84,Kagemaru Himeno,Uncommon
xy7-88,M Ampharos-EX,Pokémon,220,Ampharos-EX,3,88,5ban Graphics,Rare Ultra
xy2-97,Startling Megaphone,Trainer,,,,97,Toyste Beach,Uncommon
bw9-88,Raticate,Pokémon,70,Rattata,,88,5ban Graphics,Rare
dp3-92,Lotad,Pokémon,50,,1,92,Saya Tsuruta,Common
